A116,121.22653602607,31.013123805768
A051,121.746743,31.191404
A074,121.49015525782,31.25021577194
A001,121.486181,31.270203
A007,121.640596,31.245883
A065,121.529457,31.220285
A044,121.133601,31.254956
A073,121.48628,31.261953
A012,121.282956,31.404118
A069,121.37224773519,31.238008752193
A038,121.645264,30.926983
A067,121.172393,31.319773
A122,121.500987,31.273307
A070,121.36300382886,31.424114097652
A103,121.281285,31.243163
A114,121.385807,31.084641
A013,121.36202448103,31.243231588047
A108,121.14529733383,31.021158578312
A080,121.475485,31.249129
A102,121.32744269821,31.150342394651
A062,121.41026658262,31.389581783811
A071,121.209661,31.23474
A093,121.50307358601,31.300566790389
A078,121.208225,31.241977
A090,121.392677,31.137246
A101,121.42428066272,31.258076881819
A011,121.5524476152,31.279748129043
A057,121.52604259128,31.285085460834
A105,121.237833,31.280311
A032,121.28749287666,30.935619367651
A043,121.42416155363,31.267772484832
A066,121.24031006384,31.447378679328
A087,121.74300621764,31.008965042872
A098,121.467727,31.231326
A058,121.424891,31.107117
A085,121.38097729789,31.192548265175
A079,121.65059049927,31.207718795991
A042,121.547825,31.311026
A064,121.48669539423,31.24308026092
A075,121.06439181136,31.115971128603
A097,121.53495486413,31.346734484095
A018,121.73802790668,31.031679264758
A091,121.358479,31.122875
A113,121.218728,31.263012
A124,121.4688,31.132874
A035,121.2921914537,31.135080699096
A015,121.473346,31.199352
A084,121.47294798498,31.270825739613
A021,121.37836367565,30.998124158877
A088,121.542516,31.262136
A045,121.412746,31.226553
A056,121.56740228148,31.212145675149
A081,121.423655,31.238309
A002,121.46020399809,31.271852127497
A107,121.4658083894,31.193199369137
A025,121.50356320584,31.17264511754
A082,121.710028,31.267314
A049,121.456256,31.378379
A019,121.351727,30.84599
A039,121.374801,31.090224
A005,121.35876474844,31.142218176939
A110,121.290332,31.293305
A120,121.66743,31.053474
A041,121.5004385925,31.215776828181
A117,121.61640617544,31.041191998408
A053,121.320108,31.342156
A099,121.799314,31.033621
A115,121.48066946884,31.236316786724
A017,121.17743394684,31.193995139789
A072,121.623064,31.19784
A083,121.426788,31.301046
A020,121.434401,30.842012
A068,121.482271,31.406547
A123,121.564182,31.110322
A037,121.421667,31.037546
A048,121.351057,31.252125
A109,121.41126778718,31.423746727675
A010,121.43441558522,31.254317412915
A026,121.71850880331,31.21526434763
A100,121.635729,31.317956
A046,121.42013360069,31.197307172212
A094,121.41632696378,31.127380486788
A023,121.471902,31.057375
A077,121.062057,31.079973
A003,121.42693433075,31.220423214209
A063,121.403528,31.194518
A106,121.70334244218,31.408916309956
A027,121.37249535564,31.281406536826
A092,121.537162,31.249047
A121,121.443936,31.237006
A022,121.321295,31.231513
A034,121.61310356874,31.302977340621
A061,121.31080665578,30.736170997278
A036,121.43773871966,31.31941562954
A047,121.344421,31.234845
A118,121.48072168199,31.274958044759
A031,121.610706,31.533371
A095,121.121632,31.141865
A024,121.42061059482,31.173903585218
A033,121.5826692911,31.197038323245
A052,121.377638,31.163671
A119,121.111917,31.198509
A112,121.25543,31.018206
A009,121.259267,31.056102
A060,121.322184,31.02918
A029,121.345844,31.305987
A050,121.457645,31.167299
A014,121.457371,31.166657
A006,121.521952,31.095357
A028,121.55930720558,31.13068323736
A104,121.53966876565,31.283916792552
A016,121.4336085572,31.339218259672
A055,121.345949,31.095212
A089,121.573631216,31.267938533348
A111,121.566884,31.244669
A059,121.35054275893,31.180916039816
A030,121.146924,30.898537
A096,121.43122373873,31.120299313943
A076,121.497223,31.336321
A004,121.492507,31.234015
A040,121.511363,31.273124
A054,121.47609180672,31.306943246859
A008,121.747634,31.17355
A086,121.445216,31.120448
