Courier_id,Addr,Arrival_time,Departure,Amount,Order_id,Addr_lng,Addr_lat,Departure_lng,Departure_lat,Arrival_lng,Arrival_lat
D0467,A061,0,0,72,F4972,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.320595,30.738956
D0467,A061,0,0,43,F4915,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.336021,30.733269
D0467,A061,0,0,12,F4932,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.37619,30.76195
D0467,B8243,4,34,-72,F4972,121.320595,30.738956,121.31080665578,30.736170997278,121.320595,30.738956
D0467,B4841,40,65,-43,F4915,121.336021,30.733269,121.31080665578,30.736170997278,121.336021,30.733269
D0467,B5774,85,100,-12,F4932,121.37619,30.76195,121.31080665578,30.736170997278,121.37619,30.76195
D0467,S418,159,299,5,E3052,121.50621,30.83431,121.50621,30.83431,121.2873,30.695353
D0467,B7768,403,415,-5,E3052,121.2873,30.695353,121.50621,30.83431,121.2873,30.695353
D0467,S415,695,695,1,E3039,121.50558,31.29501,121.50558,31.29501,121.2873,30.695353
D0467,B7768,975,983,-1,E3039,121.2873,30.695353,121.50558,31.29501,121.2873,30.695353
D0466,A061,0,0,42,F4950,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.339516,30.726919
D0466,A061,0,0,38,F4975,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.335625,30.72448
D0466,A061,0,0,17,F4949,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.271408,30.805241
D0466,A061,0,0,15,F4872,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.276703,30.706255
D0466,A061,0,0,8,F4984,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.272087,30.79393
D0466,A061,0,0,7,F4965,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.272423,30.799089
D0466,A061,0,0,6,F4951,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.296799,30.74509
D0466,B8506,11,34,-38,F4975,121.335625,30.72448,121.31080665578,30.736170997278,121.335625,30.72448
D0466,B6820,36,60,-42,F4950,121.339516,30.726919,121.31080665578,30.736170997278,121.339516,30.726919
D0466,A061,72,72,42,F4947,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.288376,30.806688
D0466,A061,72,72,34,F4981,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.283966,30.805679
D0466,A061,72,72,9,F4931,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.276199,30.765242
D0466,B6847,79,91,-6,F4951,121.296799,30.74509,121.31080665578,30.736170997278,121.296799,30.74509
D0466,B5755,103,117,-9,F4931,121.276199,30.765242,121.31080665578,30.736170997278,121.276199,30.765242
D0466,B9099,130,143,-8,F4984,121.272087,30.79393,121.31080665578,30.736170997278,121.272087,30.79393
D0466,B7892,145,158,-7,F4965,121.272423,30.799089,121.31080665578,30.736170997278,121.272423,30.799089
D0466,B6693,161,178,-17,F4949,121.271408,30.805241,121.31080665578,30.736170997278,121.271408,30.805241
D0466,B8760,183,205,-34,F4981,121.283966,30.805679,121.31080665578,30.736170997278,121.283966,30.805679
D0466,B6521,207,231,-42,F4947,121.288376,30.806688,121.31080665578,30.736170997278,121.288376,30.806688
D0466,S021,344,426,1,E0510,121.19971,31.04985,121.19971,31.04985,121.2873,30.695353
D0466,B7768,587,595,-1,E0510,121.2873,30.695353,121.19971,31.04985,121.2873,30.695353
D0466,B2124,601,618,-15,F4872,121.276703,30.706255,121.31080665578,30.736170997278,121.276703,30.706255
D0466,A061,637,637,41,F4855,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.331886,30.749247
D0466,A061,637,637,35,F4958,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.327278,30.74979
D0466,A061,637,637,32,F4942,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.315605,30.748945
D0466,A061,637,637,20,F4845,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.3134,30.747164
D0466,A061,637,637,10,F4979,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.319061,30.749329
D0466,B1131,647,671,-41,F4855,121.331886,30.749247,121.31080665578,30.736170997278,121.331886,30.749247
D0466,B7312,673,696,-35,F4958,121.327278,30.74979,121.31080665578,30.736170997278,121.327278,30.74979
D0466,B8552,699,713,-10,F4979,121.319061,30.749329,121.31080665578,30.736170997278,121.319061,30.749329
D0466,B6327,714,736,-32,F4942,121.315605,30.748945,121.31080665578,30.736170997278,121.315605,30.748945
D0466,B0469,737,755,-20,F4845,121.3134,30.747164,121.31080665578,30.736170997278,121.3134,30.747164
D0465,A061,0,0,43,F4953,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.321785,30.726191
D0465,A061,0,0,42,F4908,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.324997,30.729055
D0465,A061,0,0,36,F4849,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.324654,30.722361
D0465,A061,0,0,17,F4939,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.324265,30.715734
D0465,B4468,6,30,-42,F4908,121.324997,30.729055,121.31080665578,30.736170997278,121.324997,30.729055
D0465,B7057,32,57,-43,F4953,121.321785,30.726191,121.31080665578,30.736170997278,121.321785,30.726191
D0465,B0661,59,82,-36,F4849,121.324654,30.722361,121.31080665578,30.736170997278,121.324654,30.722361
D0465,B6112,85,102,-17,F4939,121.324265,30.715734,121.31080665578,30.736170997278,121.324265,30.715734
D0465,S476,341,341,1,E3415,121.52229,31.22457,121.52229,31.22457,121.2873,30.695353
D0465,S463,347,347,1,E3348,121.51758,31.23649,121.51758,31.23649,121.2873,30.695353
D0465,B7768,603,611,-1,E3348,121.2873,30.695353,121.51758,31.23649,121.2873,30.695353
D0465,B7768,611,619,-1,E3415,121.2873,30.695353,121.52229,31.22457,121.2873,30.695353
D0465,S414,899,899,4,E3019,121.5053,31.29518,121.5053,31.29518,121.2873,30.695353
D0465,B7768,1179,1190,-4,E3019,121.2873,30.695353,121.5053,31.29518,121.2873,30.695353
D0464,A061,0,0,56,F4839,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.343094,30.731363
D0464,A061,0,0,35,F4842,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.340668,30.711861
D0464,A061,0,0,27,F4903,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.341904,30.707279
D0464,A061,0,0,4,F4970,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.336021,30.702316
D0464,A061,0,0,2,F4955,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.329109,30.696674
D0464,S003,148,266,13,E0052,121.19065,31.05253,121.19065,31.05253,121.2873,30.695353
D0464,S016,269,275,1,E0323,121.19868,31.04957,121.19868,31.04957,121.2873,30.695353
D0464,B7768,436,444,-1,E0323,121.2873,30.695353,121.19868,31.04957,121.2873,30.695353
D0464,B7768,444,460,-13,E0052,121.2873,30.695353,121.19065,31.05253,121.2873,30.695353
D0464,B7097,476,485,-2,F4955,121.329109,30.696674,121.31080665578,30.736170997278,121.329109,30.696674
D0464,B8034,489,500,-4,F4970,121.336021,30.702316,121.31080665578,30.736170997278,121.336021,30.702316
D0464,B4261,503,524,-27,F4903,121.341904,30.707279,121.31080665578,30.736170997278,121.341904,30.707279
D0464,B0329,526,549,-35,F4842,121.340668,30.711861,121.31080665578,30.736170997278,121.340668,30.711861
D0464,S421,816,816,15,E3096,121.50659,31.29463,121.50659,31.29463,121.423752,30.689812
D0464,B0530,1087,1104,-15,E3096,121.423752,30.689812,121.50659,31.29463,121.423752,30.689812
D0464,B0074,1140,1167,-56,F4839,121.343094,30.731363,121.31080665578,30.736170997278,121.343094,30.731363
D0463,A061,0,0,49,F4906,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.35247,30.738554
D0463,A061,0,0,31,F4940,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.361069,30.774878
D0463,A061,0,0,29,F4929,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.357956,30.761086
D0463,A061,0,0,28,F4910,121.31080665578,30.736170997278,121.31080665578,30.736170997278,121.353981,30.770756
D0463,B4450,16,42,-49,F4906,121.35247,30.738554,121.31080665578,30.736170997278,121.35247,30.738554
D0463,B5598,52,73,-29,F4929,121.357956,30.761086,121.31080665578,30.736170997278,121.357956,30.761086
